well_id,n_rows,n_curves_in,families,vsh_method,phit_method,sw_method,rho_ma,no_deep_res,apparent_pay_frac,honeypot_score,is_honeypot,honeypot_flags,final_pay_frac,vetoed,violations
2a96ae191a03486c8fd3c24973418708,1118,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3694,0.0,False,,0.3694,False,
2aa0fc483f214096868dbca4066eacd9,528,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5473,0.0,False,,0.5473,False,
2aa513d031414266b7ca119b296cd018,354,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.0,1.0,False,density_neutron_impossible,0.0,False,
2ab8df932fc74dc8856d482da4908da1,911,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5005,0.0,False,,0.5005,False,
2ad69e44683c48b4a02f167f029e496c,862,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4884,0.0,False,,0.4884,False,
2b013c22a51a4bee8ac2164d4782b636,869,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5719,0.0,False,,0.5719,False,
2b8785d563694c829872490c4e4393fa,1025,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2273,0.0,False,,0.2273,False,
2bd5da58ed7040feb8c95112142dd7cd,597,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3936,0.0,False,,0.3936,False,
2c2917c9074446fa944f3d998f0e07d3,383,11,CAL|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.376,0.0,False,,0.376,False,
2c2f3d1dda154e509939e77646323de1,302,16,CAL|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1391,0.0,False,,0.1391,False,
2c840bb750554c1b846940c04240cbc3,900,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5033,0.0,False,,0.5033,False,
2caa5d1edc254f8ba97a0a6d42f894d5,380,9,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.87,True,0.3026,1.0,False,fragile_resistivity_pay,0.3026,False,
2ccc524fba7140079c0b05c9509bdd3b,269,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1599,1.0,False,density_neutron_impossible,0.1599,False,
2cde6c0bff7844ff99ce40df4be36d7a,1047,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3658,0.0,False,,0.3658,False,
2cf6e99afe504e0a8aba7fae8dfaa7dc,411,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4939,0.0,False,,0.4939,False,
2d0a0bd6fb914ec7aee8db5561971d0a,284,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.0704,0.0,False,,0.0704,False,
2d5a1b2d1f3945eb9a4b2042c2be3886,291,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.6529,0.0,False,,0.6529,False,
2d9b42ff2f6742139830db95c7915ec1,334,14,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.2425,0.0,False,,0.2425,False,
2da2db0656e14cecb9a6d1013879da47,1499,19,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.483,0.0,False,,0.483,False,
2da3fb13245041dab9a11b928a30e50e,275,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2436,0.0,False,,0.2436,False,
2daf991fb8954eee9bac8f5953dd944f,1049,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4252,0.0,False,,0.4252,False,
2de8019b0c8a47d5a79264d63e3e77c5,771,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4643,0.0,False,,0.4643,False,
2debac8b28fd4a21a80d68cb788ff99c,358,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.3687,0.0,False,,0.3687,False,
2df2a3b6d750407eaa705b853f8858d7,618,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.233,0.0,False,,0.233,False,
2e33364b8c13471b969a6a93565f84e0,546,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4579,0.0,False,,0.4579,False,
2e6315fd30534ec99db4fd76f222c24e,277,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.1191,1.0,False,density_neutron_impossible,0.1191,False,
2ebcd3a714db4a759f755816aee11181,685,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.3533,0.0,False,,0.3533,False,
2efac2566afe4405bc3f04cccba86889,323,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1115,1.5,False,impossible_porosity_pervasive,0.1115,False,
2f308ad4973b4867a164fd93a421f13b,262,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.5611,0.0,False,,0.5611,False,
2f7a0d2b4d4445f7b2819f350cddc5f1,888,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2162,1.0,False,density_neutron_impossible,0.2162,False,
2f84f2786f5243a2897f15e94f2f7c9f,1046,21,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.4398,0.0,False,,0.4398,False,
3020950e02da4aea9dc8e2cdad25c4d6,408,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4706,0.0,False,,0.4706,False,
309ad0a7a60d426ba4cae964750082e2,1547,14,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3193,0.0,False,,0.3193,False,
30e47956dae642edae3d8b6100a6dd57,788,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4289,0.0,False,,0.4289,False,
30ec6626e5f64547b0bbfca81f2a7272,1068,10,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,True,0.4607,1.0,False,fragile_resistivity_pay,0.4607,False,
312151292209410484bc1591484ec9ff,474,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3713,0.0,False,,0.3713,False,
317491cb93f74461ae47415e59d250c4,784,17,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4209,0.0,False,,0.4209,False,
317ee32837774f5fa1a7bde4747f6f0c,1189,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5711,0.0,False,,0.5711,False,
3198e2869ced495a9bba5462969a6f88,490,16,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1388,0.0,False,,0.1388,False,
324bd097e52d4c298607560e6d6ca63a,1278,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4382,0.0,False,,0.4382,False,
324f0f863dd0458ab607a249eab2d2a0,785,18,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.251,1.5,False,neg_porosity_pervasive,0.251,False,
333a745b78a14bb396c4ec002f45ff09,173,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.185,0.0,False,,0.185,False,
33728e6e47f2467a9888fc375c2c7f4b,193,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.6321,0.0,False,,0.6321,False,
33aa298d8617412c878686ccd5babcf7,1001,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2428,0.0,False,,0.2428,False,
340840e246114f858b334e5fa2d43e73,834,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3969,0.0,False,,0.3969,False,
34126618c487423ebec6dac4d543a3e2,652,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2408,0.0,False,,0.2408,False,
3422e18a242743b08ac48163fded0a29,457,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.3173,0.0,False,,0.3173,False,
3468de608d33496a8ef0ca763197add0,1210,12,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,True,0.0,0.0,False,,0.0,False,
348cced7e4cc458fb88bb37c05500029,879,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.157,1.0,False,density_neutron_impossible,0.157,False,
34a3203b88ef48449105cfb7ced843c5,777,15,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3423,0.0,False,,0.3423,False,
36a2cf6d2d61405e836e9c94d427ac36,399,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.6115,0.0,False,,0.6115,False,
36d22478908b4f5fa7fb13518f025592,633,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2496,0.0,False,,0.2496,False,
37039392ff6245e4a5e9be691d43bf7a,1015,17,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.6542,0.0,False,,0.6542,False,
376b6e0c18744bfea8ad87933aae16e2,1364,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2177,0.0,False,,0.2177,False,
3821cbcfd6024b2181d7849ec6d7bf9f,221,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3575,0.0,False,,0.3575,False,
3870e29d2fc6438ea68b2aa5d015c47e,773,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.3014,1.0,False,density_neutron_impossible,0.3014,False,
38ad07821a184f7bb07195632e33f824,518,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4093,0.0,False,,0.4093,False,
38bcfa37850144e98d55aa2b820b090d,1381,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.1883,0.0,False,,0.1883,False,
38cbf12a66df4cacaf8521624e92731b,328,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1098,0.0,False,,0.1098,False,
38d1f95692f24bc58bcb6d2aab266300,1107,13,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,True,0.3162,1.0,False,fragile_resistivity_pay,0.3162,False,
38f6d9ad73b4427b855a3bb8f56524d1,420,10,CAL|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.269,0.0,False,,0.269,False,
39447fa3c42343ba987784d1c23f723c,624,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3029,0.0,False,,0.3029,False,
394e8092fc0447788cfd0049cd5df245,1265,17,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4356,0.0,False,,0.4356,False,
3971e3a3055043c7bc6e2256010cf7f2,402,14,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2637,0.0,False,,0.2637,False,
39a43c6195b54e1a80b5a217a7718942,339,12,CAL|GR|NPHI|PE|RHOB|RT|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2242,0.0,False,,0.2242,False,
3a5aa1fa232d4dd8b93bb7e9a65bf68a,208,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.1683,0.0,False,,0.1683,False,
3b110bf28b1c4276ad6090a4505b18cf,668,13,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,True,0.3713,2.0,False,dead_primary_curve|fragile_resistivity_pay,0.3713,False,
3b1a1ea3dbb4479ab07954aea3d3955d,572,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3759,0.0,False,,0.3759,False,
3b632e78ee064229a56838341a7488cc,536,19,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3769,1.0,False,dead_primary_curve,0.3769,False,
3c099b8df0eb45d88f5acfc2592f7f6b,961,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4412,0.0,False,,0.4412,False,
3c5f9d1a865644a1b1bcb9dac37fce68,420,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4357,0.0,False,,0.4357,False,
3ccdc50ac2bb4b22aadba77869c47fe8,2064,17,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4356,0.0,False,,0.4356,False,
3cec552899cb4bdba44391ff728177d5,418,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.567,1.0,False,density_neutron_impossible,0.567,False,
3d0592dcb4b84262a00865191b852821,935,9,CAL|DT|GR|NPHI|PE|RHOB|RT|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.1775,0.0,False,,0.1775,False,
3daf6887e60641cf9ebf38dddc6cc705,488,18,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2439,0.0,False,,0.2439,False,
3e5d3da1f62747048234373cdb6b2be7,185,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.0,1.5,False,neg_porosity_pervasive,0.0,False,
3ed2ed8ed5ac4faaa75c930912052181,201,18,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4677,0.0,False,,0.4677,False,
3ee9dfef4f714dd2b5ef92eae0659c10,938,9,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,True,0.0,0.0,False,,0.0,False,
3f0dd41f831b4046b6f8738ea0c56e48,852,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4941,0.0,False,,0.4941,False,
3f0e5d2fa69c466bbfee04d9b76d2eb0,493,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2475,0.0,False,,0.2475,False,
3f1aa9eb002f4fb6a10e669c982b802c,940,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4245,0.0,False,,0.4245,False,
3f46309b1b4747a8a1f4d3dc336fd442,1193,19,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3152,0.0,False,,0.3152,False,
3f49b4279fac44e6bba49efd27f32484,330,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3424,0.0,False,,0.3424,False,
3f617c3ff81940e18d36b4e544ffe7b9,528,12,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,True,0.0,0.0,False,,0.0,False,
4069730a6f364e2cbbb6758fd742a116,282,11,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.87,True,0.1241,1.0,False,fragile_resistivity_pay,0.1241,False,
4144d921711d4de382a0268439d3d844,667,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1544,2.5,False,neg_porosity_pervasive|density_neutron_impossible,0.1544,False,
4146652502cf4faa81e8df6863bbc9ee,651,17,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3134,0.0,False,,0.3134,False,
41824c42f8c14b8bbfcf90a04490caa4,330,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.3848,0.0,False,,0.3848,False,
41e450058e964069b34c95bab2fc5b4c,1019,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.3523,0.0,False,,0.3523,False,
42cfe71ea9ef42b9806b1b53ec5f81e7,744,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.3938,0.0,False,,0.3938,False,
42fe1db43ba749a0bb26be4b0fa3f063,1008,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4187,0.0,False,,0.4187,False,
4343c76850f9400f927bbec05d5d23ff,905,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4961,0.0,False,,0.4961,False,
44cdd62f38d74604b778b295fb213583,1401,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.0842,1.0,False,density_neutron_impossible,0.0842,False,
44ddaeb988ae42a684992aaa52f31197,603,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3284,0.0,False,,0.3284,False,
44fdb519f0b145feb5c20a438635860b,1186,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4233,0.0,False,,0.4233,False,
4500f4c604934ef79cc07df34b0d6e24,504,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1587,1.0,False,density_neutron_impossible,0.1587,False,
456ef2e2736d402e9c36d07850fc13aa,969,18,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.387,0.0,False,,0.387,False,
45cc1d9ac3ab406c9bf175a88e1b8c8a,531,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.7326,0.0,False,,0.7326,False,
45d1eef879994ee3a222c7c5046c7a40,355,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.0845,0.0,False,,0.0845,False,
45fd2e993d98405da0140ed902911953,351,11,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,True,0.3903,1.0,False,fragile_resistivity_pay,0.3903,False,
4669f25d04c6411386f1a9316aca993a,1118,18,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5009,0.0,False,,0.5009,False,
46d9f92f2ba24730b83c80391ac3bfb5,231,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.71,False,0.1515,1.5,False,neg_porosity_pervasive,0.1515,False,
46fdcb16c5ec4a30844092254a0e11d4,197,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.1218,1.0,False,density_neutron_impossible,0.1218,False,
473c1543e8ca4d3dba3e8e3af575bad9,555,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2757,0.0,False,,0.2757,False,
4747cd776421453f9dc049fd745f2421,1317,15,CAL|DT|GR|NPHI|PE|RHOB|RT|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3834,0.0,False,,0.3834,False,
47cba280f1e1489c88eacdb7e10f3ccc,690,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3812,0.0,False,,0.3812,False,
47e7976204714447ae55352833554499,575,9,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,True,0.4957,1.0,False,fragile_resistivity_pay,0.4957,False,
480f3497bd17407dbdc756d8debe967a,449,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.0468,1.0,False,density_neutron_impossible,0.0468,False,
48873c5bc8e4442ea76f052ab57ead5f,1150,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4539,0.0,False,,0.4539,False,
489eb2fdeba146a7b0ab9cc935316b0c,229,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.345,0.0,False,,0.345,False,
495f3e95640a4190a645d1573468c397,880,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.2216,0.0,False,,0.2216,False,
498a0b59772741b98e097fa40dd77078,1753,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1717,0.0,False,,0.1717,False,
498f4a160f7f4b55b0612dc0aab4d869,483,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.7412,0.0,False,,0.7412,False,
49e8651c22cd4c34a383f0b95e3f0d2c,386,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.0959,1.0,False,density_neutron_impossible,0.0959,False,
4a22cdb58e7a48658c202066eac50392,378,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2302,0.0,False,,0.2302,False,
4a6f361ce59541a0909cb6c6b5d594cb,801,13,CAL|DT|GR|NPHI|PE|RHOB|RT|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5605,0.0,False,,0.5605,False,
4a86fdc7116d483293eab27839d0df90,611,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1538,0.0,False,,0.1538,False,
4c086a70b71e44f083d84b5a556078b5,841,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.3674,0.0,False,,0.3674,False,
4c1b4395b3ac4e14b03fab48ccc695f8,2076,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.355,0.0,False,,0.355,False,
4c8ee9cddce340dabfb3da822074d83b,606,11,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,True,0.4175,1.0,False,fragile_resistivity_pay,0.4175,False,
4ca6531db71a47e5940fed23b91777dd,559,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5206,0.0,False,,0.5206,False,
4d0f6c870f3149e6a1887b0f96d50c56,1400,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.1336,0.0,False,,0.1336,False,
4d40338bdba64869b81e7902c063b8fc,588,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2398,0.0,False,,0.2398,False,
4d5a3587bae64d97b79fc5b42df73a07,399,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3208,0.0,False,,0.3208,False,
4d62054a58df4d9abc18ad6b5998c8b0,394,15,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.1954,0.0,False,,0.1954,False,
4e0238e587a64b268ac97999d9fdfe82,419,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.895,1.0,False,dead_primary_curve,0.895,False,
4e5e15a9d6074298a699df5f0480183d,1122,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2914,0.0,False,,0.2914,False,
4e5f407c4cc34df69b41057ed8d1eb55,745,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4228,0.0,False,,0.4228,False,
