file,date_format,comp,srvc,null_val,num_curves,num_params,has_other,start,stop,step,decimal_places,trailing_zeros,total_values,trailing_zeros_pct
241caa85c9484fad8fcb1a50c4522ed2.las,11/02/86,Specs and Mobility,TLA,-999.2500,12,9,True,6155.00000,6567.00000,0.50000,"(5,)",856,9900,0.08646464646464647
03f65be0dc074aa18b22c1bf21a0e2df.las,19850906,Deepwell Energy Corp,WRF,-999.2500,18,8,True,5802.00000,5973.50000,0.50000,"(5,)",354,6192,0.05717054263565891
93c0eaca1dc04ac4b8551a9095827645.las,05-Jun-2012,Lama Corp,Special data,-999.2500,18,8,True,7291.00000,7853.50000,0.50000,"(5,)",1295,20268,0.06389382277481745
c66bb842523249c688670be88df81c8d.las,2017-07-15,Boa Energy,Downholeloggers,-999.2500,17,8,True,6335.50000,6414.00000,0.50000,"(5,)",299,2686,0.11131794489947879
498a0b59772741b98e097fa40dd77078.las,03/17/85,Specs and Mobility,Specialized Drilling,-999.2500,11,8,True,7263.00000,8139.00000,0.50000,"(5,)",1866,19283,0.0967691749209148
7025805b33374f0681afe8cbd53ccd41.las,21-Jan-1993,Ocean Petroleum,BaH,-999.2500,13,9,True,8485.50000,8851.50000,0.50000,"(5,)",820,9529,0.08605310105992234
aeb56d260340458ea2e0b3bf2a116234.las,"Feb 28, 2002",Demont Energy,Specialized Drilling,-999.2500,11,8,True,5740.50000,6208.00000,0.50000,"(5,)",2027,10296,0.19687257187257187
799a71d81ba640b2ab0c853186755792.las,14-Oct-1986,Lots of Arrows,Special data,-999.2500,12,9,True,6017.00000,6235.50000,0.50000,"(5,)",951,5256,0.18093607305936074
a9fe7a3ca047416aa1b4a2e9d57f57bd.las,20/07/2007,Oil Exploration,Special data,-999.2500,18,10,True,6426.50000,6917.50000,0.50000,"(5,)",2084,17694,0.11778003843110658
57d3bfec47da45c7b3898f32332bc647.las,11/21/90,Rock Energy,Specialized Drilling,-999.2500,13,9,True,7528.50000,7951.00000,0.50000,"(5,)",896,10998,0.08146935806510275
8d40a640d18c40b9bd47cd0980e6c7e4.las,09/02/17,Demont Energy,TLA,-999.2500,10,8,True,3256.00000,3642.00000,0.50000,"(5,)",864,7730,0.11177231565329883
0ee85d3fcfcd4e69aaf8caaabc130c39.las,01/26/2002,Kangaroo Ltd,HBX,-999.2500,13,9,True,6702.00000,6940.50000,0.50000,"(5,)",640,5460,0.11721611721611722
3ccdc50ac2bb4b22aadba77869c47fe8.las,2003-08-12,Rock Energy,Tool Diagnostics,-999.2500,18,8,True,7665.00000,8696.50000,0.50000,"(5,)",4271,37152,0.11496016365202412
0c3d74f5fa684889ac78442c6d05df52.las,18/11/2007,Specs and Mobility,TLA,-999.2500,14,9,True,7625.50000,8072.50000,0.50000,"(5,)",946,12530,0.07549880287310455
7b53af6b43f2472ca050cf8e87461c8b.las,2003-11-26,Offshore ASA,Super Cool Company,-999.2500,12,9,True,8266.50000,8521.50000,0.50000,"(5,)",574,6132,0.09360730593607305
d5351619376e44789ab6afed2138b49d.las,11/19/2013,Kangaroo Ltd,HBX,-999.2500,16,8,True,6540.00000,6827.50000,0.50000,"(5,)",1248,9216,0.13541666666666666
677c30fcaac54bfc840aedb0e209f3a1.las,10/12/04,,LSP,-999.2500,12,8,True,7605.50000,8047.50000,0.50000,"(5,)",971,10620,0.09143126177024483
6b2ba1842a224d9eb5718401525ae7f7.las,27-Nov-2005,Steven Power,WRF,-999.2500,14,8,True,5110.00000,5568.00000,0.50000,"(5,)",1826,12838,0.14223399283377472
220df64397d9467f9e44c39d30f67133.las,01/27/1997,Sideways Energy,Special data,-999.2500,11,8,True,3326.00000,3599.50000,0.50000,"(5,)",807,6028,0.1338752488387525
ea5fbc8600524681bea118669a649e92.las,17-May-2003,Rock Energy,Special data,-999.2500,14,9,True,5102.00000,5456.00000,0.50000,"(5,)",781,9926,0.07868224863993552
4d0f6c870f3149e6a1887b0f96d50c56.las,21/11/1986,The Oil & Gas,BaH,-999.2500,13,8,True,8027.00000,8747.00000,0.50000,"(5,)",3597,18200,0.19763736263736265
6001c06ed5a640b79929ace7290a1175.las,08-01-2015,Ocean Petroleum,BaH,-999.2500,11,8,True,4503.50000,4842.00000,0.50000,"(5,)",1291,7458,0.1731027085009386
e863b973090b4b56927dc51c9aba00c5.las,09/02/2014,Offshore ASA,TLA,-999.2500,11,8,True,8072.00000,8227.00000,0.50000,"(5,)",334,3421,0.09763227126571178
473c1543e8ca4d3dba3e8e3af575bad9.las,"Feb 07, 2017",Basin Resources LLC,TLA,-999.2500,13,8,True,8629.50000,8906.50000,0.50000,"(5,)",645,7215,0.0893970893970894
fab377d2387944af88386bb823273465.las,04-13-2009,Exploration Inc.,Tool Diagnostics,-999.2500,14,8,True,6720.00000,7225.00000,0.50000,"(5,)",1132,14154,0.07997739155009184
fa270f3706434d7198f5678f5223b285.las,19870805,Boa Energy,Downholeloggers,-999.2500,15,8,True,4447.50000,4649.00000,0.50000,"(5,)",834,6060,0.13762376237623763
a60b518a635b44c28022438b2a5eb3d8.las,06-03-2004,Murph Oil,TLA,-999.2500,18,8,True,5565.00000,6220.50000,0.50000,"(5,)",1444,23616,0.0611449864498645
94aa46c74aa14b54b8e52d170f848b45.las,18-Jan-2019,CompletePowers,Downholeloggers,-999.2500,12,8,True,5648.00000,6084.50000,0.50000,"(5,)",1523,9012,0.16899689303151355
47e7976204714447ae55352833554499.las,2016-06-20,,DHL,-999.2500,10,9,True,3513.00000,3800.00000,0.50000,"(5,)",625,5750,0.10869565217391304
56a19b58cf5b4ae4882ef5d8ed75dd53.las,04-08-2002,Deepwell Energy Corp,Tool Diagnostics,-999.2500,18,8,True,4056.50000,4416.50000,0.50000,"(5,)",814,12978,0.06272152874094622
5ce87b43506346b6a94e20ba64e2ed93.las,"Dec 13, 1992",CompletePowers,Tool Diagnostics,-999.2500,15,9,True,5054.00000,5912.00000,0.50000,"(5,)",2069,25755,0.08033391574451562
ec54c3af9bac43ba804776c0caf0bfb0.las,19-Oct-2005,Sideways Energy,Special data,-999.2500,11,8,True,8814.50000,9072.00000,0.50000,"(5,)",595,5676,0.10482734319943622
549df0e89dab4a2292bdf2c142fb9486.las,"Nov 21, 2021",Sideways Energy,Johns Wireline,-999.2500,13,8,True,2315.00000,2452.50000,0.50000,"(5,)",359,2743,0.13087860007291288
16140b8307e54d2290113df2ce4f8929.las,14/07/2013,,WRF,-999.2500,11,8,True,7824.00000,7979.50000,0.50000,"(5,)",370,3432,0.10780885780885781
3ed2ed8ed5ac4faaa75c930912052181.las,09/07/01,Offshore ASA,WRF,-999.2500,19,8,True,3767.50000,3867.50000,0.50000,"(5,)",211,3819,0.05525006546216287
f36a7dde45b94a95afa4cd56d8dc577c.las,20010304,,Downholeloggers,-999.2500,13,9,True,8975.50000,9295.00000,0.50000,"(5,)",716,8320,0.08605769230769231
14196706720946deaadfd0ec58f7b118.las,"Mar 05, 2003",Exploration Inc.,LSP,-999.2500,18,8,True,6265.50000,6373.00000,0.50000,"(5,)",643,3888,0.165380658436214
69b5a2341d5f4b2095cdec434860e8ce.las,12/16/1986,Oil Exploration,Downholeloggers,-999.2500,11,8,True,7110.00000,7489.50000,0.50000,"(5,)",767,8360,0.09174641148325359
a3d28d0e14cd4f58a4d251fb3389dc2f.las,04/19/11,Demont Energy,Super Cool Company,-999.2500,12,9,True,7778.50000,7898.00000,0.50000,"(5,)",255,2880,0.08854166666666667
e4057cee9d514914a33dd39fa1c54532.las,"Apr 08, 1995",The Oil & Gas,SQR,-999.2500,11,9,True,8683.50000,9379.00000,0.50000,"(5,)",1501,15312,0.09802769070010449
deab90838f3e4e658c8d445ed3da06e5.las,25-Jun-2014,,Special data,-999.2500,11,10,True,5255.00000,5955.00000,0.50000,"(5,)",1665,15411,0.10803971189410161
823e4689ce9b41ec9376ca9c1c0a4d0e.las,08/16/89,Murph Oil,Super Cool Company,-999.2500,11,9,True,4052.00000,4304.00000,0.50000,"(5,)",1026,5555,0.1846984698469847
4e5e15a9d6074298a699df5f0480183d.las,"Aug 08, 2020",Sideways Energy,TLA,-999.2500,12,8,True,5328.00000,5888.50000,0.50000,"(5,)",1274,13464,0.09462269756387404
317ee32837774f5fa1a7bde4747f6f0c.las,11-13-2020,Demont Energy,LSP,-999.2500,13,9,True,3095.00000,3689.00000,0.50000,"(5,)",1402,15457,0.09070324124991913
00dda84c93a842bba5c912dcf3d7f884.las,02/26/2003,CompletePowers,TLA,-999.2500,11,8,True,4351.00000,4468.00000,0.50000,"(5,)",435,2585,0.16827852998065765
ac734ca8f69b4b4bad5995659dd0b27a.las,12/02/1998,Specs and Mobility,DHL,-999.2500,20,8,True,4578.00000,4946.00000,0.50000,"(5,)",1267,14740,0.08595658073270014
e0828c75dd32475c995f338ed69a62f7.las,18/05/2013,Lama Corp,Johns Wireline,-999.2500,10,9,True,8176.50000,8743.50000,0.50000,"(5,)",1279,11350,0.11268722466960353
9d3773700e304fa69afbc87b592665c3.las,10/20/2009,Offshore ASA,LSP,-999.2500,12,9,True,7015.50000,8053.50000,0.50000,"(5,)",3560,23136,0.15387275242047027
0c59bb9bd1104fd2a0d8e992e86a47b9.las,25-Feb-2019,Deepwell Energy Corp,Super Cool Company,-999.2500,16,8,True,3238.00000,3634.50000,0.50000,"(5,)",1111,12704,0.08745277078085642
fe0ae12eb2b149f685b525a5a3dede92.las,1991-04-05,Basin Resources LLC,Johns Wireline,-999.2500,11,8,True,3283.50000,3663.50000,0.50000,"(5,)",1226,7249,0.16912677610704924
4144d921711d4de382a0268439d3d844.las,11/21/98,Specs and Mobility,Examine,-999.2500,12,8,True,4826.00000,5183.50000,0.50000,"(5,)",1478,8004,0.18465767116441778
cc93dccb66794ef1923c6ceff7ccb7d7.las,20100122,Kangaroo Ltd,Special data,-999.2500,12,8,True,7350.00000,7635.50000,0.50000,"(5,)",661,6864,0.09629953379953379
8527651d6336490e989e84514eada34b.las,20150714,Exploration Inc.,SQR,-999.2500,17,9,True,5881.50000,6101.50000,0.50000,"(5,)",802,7497,0.10697612378284647
dda8ab952bdd4f7dad355d2bbe91d577.las,04-21-2009,Sideways Energy,Downholeloggers,-999.2500,12,9,True,8386.50000,9035.00000,0.50000,"(5,)",1424,15576,0.09142270159219312
16e93e9a67ec4a3f8cc523e1208dac5f.las,09/05/1994,,TLA,-999.2500,14,9,True,4152.00000,4280.50000,0.50000,"(5,)",315,3612,0.0872093023255814
b3ec413567c942f9bbe1b6cfb6027473.las,20151227,Offshore ASA,Special data,-999.2500,13,8,True,4333.50000,4514.00000,0.50000,"(5,)",421,4706,0.08946026349341267
2da3fb13245041dab9a11b928a30e50e.las,11/04/2006,,WRF,-999.2500,12,9,True,8856.50000,8993.50000,0.50000,"(5,)",309,3300,0.09363636363636364
f32b7279e26e4f5982d60f8506149c0c.las,2006-08-23,,Johns Wireline,-999.2500,13,9,True,4462.50000,4924.50000,0.50000,"(5,)",1796,12025,0.14935550935550937
711c6956c7684f66858370aa3f1f7920.las,1996-09-28,Boa Energy,Specialized Drilling,-999.2500,12,8,True,7868.50000,8115.50000,0.50000,"(5,)",617,5940,0.10387205387205387
4146652502cf4faa81e8df6863bbc9ee.las,08-06-2011,Bivalve E&P,BaH,-999.2500,18,8,True,7628.50000,7953.50000,0.50000,"(5,)",1344,11718,0.11469534050179211
bf1c19cbf1304e3686753bb8c0a2a91e.las,27/03/2006,Summertime Power,SQR,-999.2500,12,8,True,7494.00000,7906.00000,0.50000,"(5,)",959,9900,0.09686868686868687
216119e0662e402aaa26caeab7aaeef3.las,28/11/2001,Specs and Mobility,WRF,-999.2500,12,8,True,6353.50000,6452.50000,0.50000,"(5,)",249,2388,0.10427135678391959
d429e0987e524e79947eff2a88bd9abc.las,12-21-2015,Lake Energy,HBX,-999.2500,14,8,True,4637.00000,4842.50000,0.50000,"(5,)",871,5768,0.15100554785020803
6d9eba32ed7d48efaf0f7d649c17ec8a.las,12/12/87,,LSP,-999.2500,13,8,True,7789.50000,8344.00000,0.50000,"(5,)",1156,14430,0.0801108801108801
23c85adfcc324699a0012c003f26ceff.las,13/10/2010,,Special data,-999.2500,16,9,True,4602.00000,5044.00000,0.50000,"(5,)",1023,14160,0.0722457627118644
62015f20333a43e591af13e66f9d02ce.las,06/03/1989,Specs and Mobility,WRF,-999.2500,11,9,True,4600.50000,5054.00000,0.50000,"(5,)",1923,8767,0.2193452720428881
f37a34b39f494cbd9ba0ae69aa7058a2.las,20101213,Chad Power,SQR,-999.2500,12,8,True,8418.50000,8528.50000,0.50000,"(5,)",225,2652,0.08484162895927602
e8a90ff5e9294000b4fc47b17e1ed153.las,08/25/2019,,SQR,-999.2500,11,9,True,4007.50000,4568.00000,0.50000,"(5,)",2359,12342,0.19113595851563767
44fdb519f0b145feb5c20a438635860b.las,15/06/1985,Lama Corp,SQR,-999.2500,11,8,True,5683.00000,6275.50000,0.50000,"(5,)",2476,13046,0.1897899739383719
33728e6e47f2467a9888fc375c2c7f4b.las,03/28/13,Boa Energy,Examine,-999.2500,12,8,True,6528.50000,6624.50000,0.50000,"(5,)",402,2316,0.17357512953367876
d3869d66b5ac437a8f7d0c94e94b826b.las,03/04/98,Murph Oil,Johns Wireline,-999.2500,11,8,True,2387.00000,2549.50000,0.50000,"(5,)",351,3586,0.09788064696040157
edeaff348b034686a6c522fb819696c1.las,10-22-2004,Lots of Arrows,DHL,-999.2500,14,8,True,8111.50000,8605.00000,0.50000,"(5,)",1036,13832,0.07489878542510121
2aa513d031414266b7ca119b296cd018.las,2015-02-07,Steven Power,Johns Wireline,-999.2500,13,9,True,8628.00000,8849.00000,0.50000,"(5,)",635,4602,0.13798348544111255
e006e096b0064fac817060d1153d0a3a.las,"Sep 17, 2015",,Super Cool Company,-999.2500,21,8,True,3539.00000,3781.00000,0.50000,"(5,)",646,10185,0.06342660775650466
0a7498d33ffd47148e2b3931870cf69f.las,19981101,Bivalve E&P,WRF,-999.2500,12,9,True,7303.50000,7637.00000,0.50000,"(5,)",709,8016,0.08844810379241518
b77b9826eee942aebaba6c3cb8031016.las,24/11/2017,Ocean Petroleum,HBX,-999.2500,13,9,True,4429.00000,4763.00000,0.50000,"(5,)",792,8697,0.09106588478785788
dbb3c3e2a8fa49c9b9281cbffed6e117.las,20141211,Bivalve E&P,Tool Diagnostics,-999.2500,13,9,True,5030.00000,5363.50000,0.50000,"(5,)",1319,8684,0.1518885306310456
7b964aa8d0bf49faa2bc24edfcfb630e.las,04/22/11,Steven Power,DHL,-999.2500,12,8,True,3030.50000,3464.00000,0.50000,"(5,)",984,10416,0.0944700460829493
bc9077d266c548b4b14c9909b3fcba51.las,1997-05-26,Exploration Inc.,Tool Diagnostics,-999.2500,11,8,True,7619.50000,7786.50000,0.50000,"(5,)",337,2453,0.1373827965756217
644bd403a9654940a3ffee327be532fb.las,11/23/03,Deepwell Energy Corp,Super Cool Company,-999.2500,13,9,True,4515.50000,5200.50000,0.50000,"(5,)",2874,17823,0.16125231442518095
47cba280f1e1489c88eacdb7e10f3ccc.las,2009-03-15,Summertime Power,TLA,-999.2500,12,8,True,8069.00000,8413.50000,0.50000,"(5,)",751,8280,0.09070048309178744
b5e3be2ec4b54373a3d32b80a1fb148b.las,01/11/2002,Sideways Energy,LSP,-999.2500,14,8,True,2753.00000,3296.50000,0.50000,"(5,)",1222,15232,0.08022584033613446
6f2b992307834b9aa68ccc90a5abff0e.las,"Sep 11, 1996",CompletePowers,DHL,-999.2500,19,9,True,5274.00000,6454.00000,0.50000,"(5,)",2893,44859,0.06449096056532691
5c1b1ab940dd4d678a3e8172c959d169.las,04-Mar-1995,Lama Corp,Downholeloggers,-999.2500,12,8,True,7808.00000,8261.50000,0.50000,"(5,)",986,10896,0.09049192364170337
a2cbf46395b34ed49b852d0ea172a262.las,"Oct 15, 2016",Con Resources,Tool Diagnostics,-999.2500,11,8,True,9139.50000,9471.50000,0.50000,"(5,)",668,7315,0.09131920710868079
33aa298d8617412c878686ccd5babcf7.las,"Jun 04, 1985",Ocean Petroleum,Super Cool Company,-999.2500,11,8,True,6242.50000,6742.50000,0.50000,"(5,)",1045,11011,0.09490509490509491
2ab8df932fc74dc8856d482da4908da1.las,02-10-1994,Lake Energy,Examine,-999.2500,11,9,True,7888.50000,8343.50000,0.50000,"(5,)",976,10021,0.09739546951402056
69f6c904ae8c4b83a4cec49f3f806bac.las,01/21/94,Chad Power,Johns Wireline,-999.2500,16,8,True,5880.00000,6108.00000,0.50000,"(5,)",585,4432,0.13199458483754511
a5eab397f611490cab081f34c38d61d4.las,2015-12-19,Deepwell Energy Corp,Johns Wireline,-999.2500,11,9,True,4175.50000,4440.00000,0.50000,"(5,)",866,5830,0.14854202401372213
28a07f1a9af84d26bd2ddfdf283c5ca1.las,19860520,Lake Energy,Special data,-999.2500,11,9,True,5803.00000,5904.00000,0.50000,"(5,)",347,1331,0.2607062359128475
e142872a7a7445a28b3a5750f5eb945f.las,20020407,The Oil & Gas,BaH,-999.2500,12,9,True,2042.50000,2300.00000,0.50000,"(5,)",948,5316,0.17832957110609482
ab7e57dd6ebf4f6c855cda050494db0a.las,01/21/1987,Demont Energy,Downholeloggers,-999.2500,15,8,True,6367.50000,6660.50000,0.50000,"(5,)",1253,8805,0.142305508233958
82dc3f19692645bf97d0d3e8c640af14.las,12-Nov-1997,Lake Energy,LSP,-999.2500,12,8,True,3047.00000,3473.00000,0.50000,"(5,)",957,10236,0.09349355216881594
3cec552899cb4bdba44391ff728177d5.las,08-21-2008,Chad Power,Specialized Drilling,-999.2500,14,8,True,4787.00000,4995.50000,0.50000,"(5,)",648,5852,0.11073137388926863
808d741861b242c39d1acf866eb9dc9f.las,10/27/1987,Boa Energy,Special data,-999.2500,16,9,True,5374.50000,5650.50000,0.50000,"(5,)",1592,8848,0.17992766726943943
1fc54168c419478083772e187deb8a8b.las,2013-04-13,Rock Energy,TLA,-999.2500,17,8,True,6565.50000,6708.00000,0.50000,"(5,)",294,4862,0.060468942821883996
d62c818a3cd6489a9ae40a8a5d6f9612.las,10/01/2005,Summertime Power,Johns Wireline,-999.2500,14,9,True,2373.00000,2639.00000,0.50000,"(5,)",756,6160,0.12272727272727273
f7fb5b56cc8440ad8ee6219c16ca8f05.las,11-10-2000,Bivalve E&P,Downholeloggers,-999.2500,18,8,True,5055.50000,5594.00000,0.50000,"(5,)",1980,18738,0.10566762728146013
b847ed7fee84449c8ac2d089a801fea3.las,13-Jan-1996,Chad Power,DHL,-999.2500,17,8,True,4132.50000,4332.50000,0.50000,"(5,)",476,6817,0.06982543640897755
0897d3c69d144bb58c5124d432dd4f96.las,12/02/2020,Murph Oil,Super Cool Company,-999.2500,10,8,True,3510.00000,3655.00000,0.50000,"(5,)",308,2910,0.10584192439862543
c02404c20668405a9ab8b15770998ce6.las,26-Jan-1989,Con Resources,SQR,-999.2500,10,9,True,4338.50000,4499.00000,0.50000,"(5,)",352,3220,0.1093167701863354
44ddaeb988ae42a684992aaa52f31197.las,19900301,Demont Energy,Tool Diagnostics,-999.2500,12,9,True,5824.50000,6125.50000,0.50000,"(5,)",1115,7236,0.1540906578220011
2f7a0d2b4d4445f7b2819f350cddc5f1.las,20001226,Deepwell Energy Corp,Examine,-999.2500,12,8,True,7516.50000,8000.50000,0.50000,"(5,)",1607,10656,0.15080705705705705
3e5d3da1f62747048234373cdb6b2be7.las,2011-09-18,Kangaroo Ltd,Super Cool Company,-999.2500,11,8,True,9164.00000,9328.50000,0.50000,"(5,)",353,2035,0.17346437346437346
45d1eef879994ee3a222c7c5046c7a40.las,04/04/08,Kangaroo Ltd,Examine,-999.2500,12,8,True,7256.00000,7468.50000,0.50000,"(5,)",582,4260,0.13661971830985917
3f46309b1b4747a8a1f4d3dc336fd442.las,19960323,Basin Resources LLC,WRF,-999.2500,20,9,True,7916.50000,8512.50000,0.50000,"(5,)",1288,23860,0.053981559094719196
5aeab6677fec456396735cafe67cf3d4.las,1992-04-15,Summertime Power,HBX,-999.2500,16,8,True,5921.50000,6267.00000,0.50000,"(5,)",1418,11072,0.1280708092485549
2c840bb750554c1b846940c04240cbc3.las,06/24/05,Deepwell Energy Corp,DHL,-999.2500,10,9,True,7798.50000,8248.00000,0.50000,"(5,)",991,9000,0.11011111111111112
905fd485c2c24868ab120044ff5b9f34.las,01/01/2001,Kangaroo Ltd,BaH,-999.2500,12,8,True,2620.50000,2821.50000,0.50000,"(5,)",502,3132,0.1602809706257982
2efac2566afe4405bc3f04cccba86889.las,"May 26, 2012",CompletePowers,Specialized Drilling,-999.2500,10,9,True,2573.00000,2794.50000,0.50000,"(5,)",443,3230,0.1371517027863777
eebc1b1a86fb4b51a7e78c1c5d6742f8.las,05-04-2022,Lots of Arrows,TLA,-999.2500,11,9,True,4989.00000,5345.50000,0.50000,"(5,)",1430,7854,0.18207282913165265
d2d409e1b4454c59847a7c29e001eba7.las,"Feb 06, 2014",Demont Energy,Tool Diagnostics,-999.2500,10,9,True,2348.50000,2462.50000,0.50000,"(5,)",239,2290,0.10436681222707424
84ca01c4e95b4b19b752915c6d486abe.las,16-Nov-1990,Deepwell Energy Corp,Downholeloggers,-999.2500,12,8,True,7550.50000,7798.00000,0.50000,"(5,)",540,5952,0.0907258064516129
d8c06de7e4c3430cb3916f9b39d591dc.las,06/26/85,Boa Energy,Examine,-999.2500,11,9,True,8768.50000,9117.00000,0.50000,"(5,)",915,6413,0.14267893341649773
49e8651c22cd4c34a383f0b95e3f0d2c.las,2013-01-19,Ocean Petroleum,HBX,-999.2500,12,9,True,7882.00000,8104.50000,0.50000,"(5,)",723,4632,0.1560880829015544
acdae78dc83b439baeda9e712a80bfec.las,27/01/2004,Sideways Energy,Downholeloggers,-999.2500,13,9,True,4580.00000,4929.50000,0.50000,"(5,)",824,9100,0.09054945054945054
6402dc49685a4a4a91cd22d3f7a2b371.las,01/01/14,,BaH,-999.2500,18,9,True,4329.50000,4777.00000,0.50000,"(5,)",2112,16128,0.13095238095238096
e9d553b99f7b4d9db6379d295a63f899.las,2016-09-21,Chad Power,TLA,-999.2500,10,10,True,4759.50000,5090.00000,0.50000,"(5,)",1376,6620,0.20785498489425983
d84b2b8a7fc84d51ad4b61bd33ea2ce9.las,03-18-1993,Lots of Arrows,HBX,-999.2500,12,9,True,6385.50000,6584.50000,0.50000,"(5,)",482,4788,0.10066833751044277
6041687b8ec940608547bcdcccbf005d.las,"Jun 28, 1996",Lake Energy,Downholeloggers,-999.2500,13,9,True,3773.50000,3940.00000,0.50000,"(5,)",387,4342,0.08912943344081069
580878ae7d3b4a9b860bded4c109178a.las,21/06/1996,The Oil & Gas,BaH,-999.2500,13,8,True,4961.50000,5581.50000,0.50000,"(5,)",2801,14846,0.1886703489155328
85f7686a35b14fffa6af690a94f7d603.las,04/07/2002,Sideways Energy,Super Cool Company,-999.2500,15,8,True,4992.50000,5077.00000,0.50000,"(5,)",224,2550,0.08784313725490196
bafc228eca614ed1a0cbec904ea8a24d.las,20130417,Basin Resources LLC,Examine,-999.2500,19,10,True,5323.50000,5828.50000,0.50000,"(5,)",2113,19209,0.1100005205893071
fb7014aebc6f4e3481ea52c93935a9bc.las,20020115,Rock Energy,Downholeloggers,-999.2500,11,9,True,4050.00000,4516.50000,0.50000,"(5,)",1614,10274,0.15709558107845045
4fdf95e035f04abb833353067d29d6be.las,10/05/1990,Offshore ASA,Examine,-999.2500,11,8,True,8000.50000,8130.50000,0.50000,"(5,)",331,2871,0.11529083942877047
b91e78bb395d4daa9c2917f2a1c9c8f3.las,01/13/2001,Murph Oil,HBX,-999.2500,12,8,True,7448.50000,7644.50000,0.50000,"(5,)",436,4716,0.09245122985581
8854657aaa564d119d83a43683a62b9a.las,01/13/17,,HBX,-999.2500,12,8,True,3226.50000,3524.50000,0.50000,"(5,)",1098,7164,0.15326633165829145
0a9d1ea2306c4d01b729d9ff65587942.las,02/03/2011,Bivalve E&P,LSP,-999.2500,10,9,True,4178.50000,4249.50000,0.50000,"(5,)",192,1430,0.13426573426573427
0fb8928230a446278d65ba49b50dc627.las,1990-11-16,Deepwell Energy Corp,SQR,-999.2500,10,8,True,8651.50000,9160.50000,0.50000,"(5,)",1595,9520,0.16754201680672268
cf7261e14ce44c4ab66a9a7667fafaf9.las,05/01/2001,Boa Energy,HBX,-999.2500,12,10,True,3304.50000,3543.00000,0.50000,"(5,)",539,5736,0.09396792189679219
55c41398e72049708f03c2100ba39915.las,11/08/08,Steven Power,Specialized Drilling,-999.2500,12,8,True,6997.50000,7266.00000,0.50000,"(5,)",579,6456,0.08968401486988847
fab05afeb73d4fa7977400182439fe1f.las,11/02/2012,Lama Corp,Examine,-999.2500,17,8,True,5059.00000,5770.00000,0.50000,"(5,)",1721,24191,0.0711421603075524
b599468a046045e9b9c8c2b9f700fa94.las,01/05/20,Rock Energy,SQR,-999.2500,18,10,True,4834.00000,5482.50000,0.50000,"(5,)",2536,23364,0.10854305769560006
9d2b909d12094dcc9d85675c1e3acb52.las,20/05/2017,Boa Energy,Tool Diagnostics,-999.2500,17,8,True,6002.00000,6154.50000,0.50000,"(5,)",644,5202,0.12379853902345252
15e8c93423034269867f045203d6c7b7.las,09/06/2017,Rock Energy,WRF,-999.2500,11,9,True,4299.50000,4361.50000,0.50000,"(5,)",125,1375,0.09090909090909091
552b4b4b5bff474293d9226c8af380c5.las,13/08/2001,Oil Exploration,LSP,-999.2500,14,8,True,6103.50000,6258.50000,0.50000,"(5,)",331,4354,0.07602204869085898
c25fb6f564f34db99b3d19778b015dad.las,01/09/1994,Exploration Inc.,Tool Diagnostics,-999.2500,16,8,True,7981.50000,8276.50000,0.50000,"(5,)",627,9456,0.06630710659898477
56c5b84a2add4ec584d015e58a42ce39.las,2006-05-17,The Oil & Gas,Special data,-999.2500,19,8,True,3392.00000,3603.00000,0.50000,"(5,)",940,8037,0.11695906432748537
a68c04908e70454fbf93c673414a6fe8.las,01-Nov-1999,Chad Power,WRF,-999.2500,11,9,True,8657.00000,9242.00000,0.50000,"(5,)",1295,12881,0.10053567269621924
f1b461fdcfdc47ef9680eeb5076fe8ec.las,05/02/2013,Ocean Petroleum,BaH,-999.2500,13,8,True,3462.00000,3862.50000,0.50000,"(5,)",1432,9386,0.1525676539526955
e182e0e5f2c94cb8bff34af8c35c99b1.las,19980616,Lama Corp,Tool Diagnostics,-999.2500,14,9,True,2005.50000,2210.50000,0.50000,"(5,)",461,5754,0.08011817865832464
41824c42f8c14b8bbfcf90a04490caa4.las,06/19/1991,CompletePowers,Super Cool Company,-999.2500,14,8,True,3069.50000,3234.00000,0.50000,"(5,)",383,4620,0.0829004329004329
646402015f8b4a788c74ae3a0c731d96.las,10/02/1998,Lake Energy,DHL,-999.2500,14,8,True,5224.50000,5509.00000,0.50000,"(5,)",992,7980,0.12431077694235589
50aece47871b4721932e32d72c2cecf7.las,"Mar 11, 2022",Exploration Inc.,Tool Diagnostics,-999.2500,16,8,True,6643.00000,7128.50000,0.50000,"(5,)",2035,15552,0.13085133744855967
ec51c597847442cc991e88d84d293496.las,1996-07-21,,Super Cool Company,-999.2500,19,8,True,5931.50000,6044.00000,0.50000,"(5,)",410,4294,0.09548206800186307
89450217f0bf4a2283fffef463075366.las,20230423,,LSP,-999.2500,11,9,True,7318.00000,7899.00000,0.50000,"(5,)",1280,12793,0.10005471742359102
4d5a3587bae64d97b79fc5b42df73a07.las,10-22-1996,Chad Power,Examine,-999.2500,11,8,True,8013.50000,8212.50000,0.50000,"(5,)",446,4389,0.10161768056504898
0a371dfda0f64272b24c7cd5b7d70e6a.las,2012-07-24,Boa Energy,TLA,-999.2500,14,10,True,2318.00000,2724.00000,0.50000,"(5,)",873,11382,0.07670005271481287
